image_path,true_label,pred_label,confidence,correct
val/class_00/0_4011.jpg,0,0,1.0000,True
val/class_00/0_4038.jpg,0,0,1.0000,True
val/class_00/0_4004.jpg,0,0,1.0000,True
val/class_00/0_3970.jpg,0,0,1.0000,True
val/class_00/0_3966.jpg,0,0,1.0000,True
val/class_00/0_3972.jpg,0,0,1.0000,True
val/class_00/0_4012.jpg,0,0,1.0000,True
val/class_00/0_4006.jpg,0,0,1.0000,True
val/class_00/0_3998.jpg,0,0,1.0000,True
val/class_00/0_4013.jpg,0,0,1.0000,True
val/class_00/0_3973.jpg,0,0,0.9997,True
val/class_00/0_3967.jpg,0,0,1.0000,True
val/class_00/0_3963.jpg,0,0,1.0000,True
val/class_00/0_4003.jpg,0,0,1.0000,True
val/class_00/0_4002.jpg,0,0,0.9999,True
val/class_00/0_3962.jpg,0,0,0.9986,True
val/class_00/0_4028.jpg,0,0,1.0000,True
val/class_00/0_4000.jpg,0,0,1.0000,True
val/class_00/0_4015.jpg,0,0,1.0000,True
val/class_00/0_4001.jpg,0,0,1.0000,True
val/class_00/0_3961.jpg,0,0,1.0000,True
val/class_00/0_4112.jpg,0,0,1.0000,True
val/class_00/0_4106.jpg,0,0,1.0000,True
val/class_00/0_4072.jpg,0,0,1.0000,True
val/class_00/0_4073.jpg,0,0,1.0000,True
val/class_00/0_4098.jpg,0,0,1.0000,True
val/class_00/0_4111.jpg,0,0,1.0000,True
val/class_00/0_4065.jpg,0,0,1.0000,True
val/class_00/0_4059.jpg,0,0,1.0000,True
val/class_00/0_4058.jpg,0,0,1.0000,True
val/class_00/0_4070.jpg,0,0,1.0000,True
val/class_00/0_4104.jpg,0,0,1.0000,True
val/class_00/0_4100.jpg,0,0,1.0000,True
val/class_00/0_4048.jpg,0,0,1.0000,True
val/class_00/0_4061.jpg,0,0,1.0000,True
val/class_00/0_4075.jpg,0,0,0.9992,True
val/class_00/0_4103.jpg,0,0,1.0000,True
val/class_00/0_4063.jpg,0,0,1.0000,True
val/class_00/0_4076.jpg,0,0,1.0000,True
val/class_00/0_4062.jpg,0,0,1.0000,True
val/class_00/0_4090.jpg,0,0,1.0000,True
val/class_00/0_4053.jpg,0,0,1.0000,True
val/class_00/0_4052.jpg,0,0,1.0000,True
val/class_00/0_4091.jpg,0,0,1.0000,True
val/class_00/0_4085.jpg,0,0,1.0000,True
val/class_00/0_4093.jpg,0,0,1.0000,True
val/class_00/0_4087.jpg,0,0,1.0000,True
val/class_00/0_4079.jpg,0,0,1.0000,True
val/class_00/0_4045.jpg,0,0,1.0000,True
val/class_00/0_4086.jpg,0,1,1.0000,False
val/class_00/0_4109.jpg,0,0,1.0000,True
val/class_00/0_4069.jpg,0,27,0.9335,False
val/class_00/0_4041.jpg,0,0,1.0000,True
val/class_00/0_4054.jpg,0,0,1.0000,True
val/class_00/0_4068.jpg,0,33,1.0000,False
val/class_00/0_4108.jpg,0,0,1.0000,True
val/class_00/0_4081.jpg,0,33,0.9999,False
val/class_00/0_4042.jpg,0,0,1.0000,True
val/class_00/0_4043.jpg,0,28,0.5825,False
val/class_00/0_4094.jpg,0,0,1.0000,True
val/class_00/0_3944.jpg,0,0,1.0000,True
val/class_00/0_3978.jpg,0,0,1.0000,True
val/class_00/0_4024.jpg,0,0,1.0000,True
val/class_00/0_4030.jpg,0,0,1.0000,True
val/class_00/0_4019.jpg,0,0,1.0000,True
val/class_00/0_3986.jpg,0,0,1.0000,True
val/class_00/0_4031.jpg,0,0,1.0000,True
val/class_00/0_4025.jpg,0,0,1.0000,True
val/class_00/0_3945.jpg,0,0,1.0000,True
val/class_00/0_3984.jpg,0,33,1.0000,False
val/class_00/0_4027.jpg,0,0,1.0000,True
val/class_00/0_3990.jpg,0,0,1.0000,True
val/class_00/0_4026.jpg,0,0,0.8013,True
val/class_00/0_4032.jpg,0,0,1.0000,True
val/class_00/0_3946.jpg,0,0,1.0000,True
val/class_00/0_3956.jpg,0,0,1.0000,True
val/class_00/0_3981.jpg,0,0,1.0000,True
val/class_00/0_3995.jpg,0,0,1.0000,True
val/class_00/0_3980.jpg,0,0,1.0000,True
val/class_00/0_3955.jpg,0,0,1.0000,True
val/class_00/0_4009.jpg,0,0,1.0000,True
val/class_00/0_3996.jpg,0,0,1.0000,True
val/class_00/0_4035.jpg,0,0,1.0000,True
val/class_00/0_3982.jpg,0,0,0.9994,True
val/class_00/0_3983.jpg,0,0,1.0000,True
val/class_00/0_4034.jpg,0,0,1.0000,True
val/class_00/0_4020.jpg,0,0,1.0000,True
val/class_00/0_4008.jpg,0,0,1.0000,True
val/class_00/0_3971.JPG,0,0,1.0000,True
val/class_00/0_3965.JPG,0,0,1.0000,True
